Transaction_Amount,Account_Balance,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Age,Transaction_Distance,Risk_Score,Is_Weekend,Transaction_Type_Online,Transaction_Type_POS,Device_Type_Mobile,Device_Type_Tablet,Merchant_Category_Electronics,Merchant_Category_Grocery,Merchant_Category_Restaurants,Merchant_Category_Travel,Card_Type_Debit,Card_Type_Prepaid,Authentication_Method_OTP,Authentication_Method_PIN,Fraud_Label
135.98,35837.71,0,9,307.02,4,62,5.64,0.41,1,1,0,1,0,0,0,0,1,0,1,0,1,0
245.85,54030.18,0,13,272.69,1,67,6.99,0.403,1,1,0,0,0,1,0,0,0,0,0,0,1,0
3.06,77261.92,0,2,122.66,1,73,1.05,0.334,0,1,0,1,0,1,0,0,0,0,0,1,0,1
6.8,37721.28,0,18,103.33,2,110,3.59,0.987,1,0,1,0,0,0,1,0,0,0,1,1,0,0
62.85,18956.52,0,5,412.34,3,205,1.36,0.605,0,0,0,1,0,0,1,0,0,0,1,1,0,0
356.04,46717.03,0,18,222.44,4,161,0.12,0.27,0,1,0,1,0,0,1,0,0,0,1,1,0,1
58.87,89317.3,0,7,48.39,4,71,10.02,0.019,0,0,0,1,0,0,0,1,0,0,0,1,0,0
6.5,26055.65,0,19,272.42,0,42,1.26,0.737,0,1,0,1,0,0,0,1,0,1,0,0,1,0
113.13,22434.38,0,14,68.03,3,45,11.28,0.654,0,1,0,1,0,1,0,0,0,1,0,1,0,0
169.48,32058.0,0,13,466.46,4,65,1.1,0.814,0,0,0,0,0,1,0,0,0,0,0,0,0,1
17.34,3538.77,0,19,75.8,2,81,13.48,0.116,0,1,0,0,0,0,0,0,0,0,1,0,0,0
70.77,32887.7,1,18,359.47,1,4,0.38,0.893,1,0,1,0,0,0,0,0,1,0,1,0,1,1
163.47,11062.78,0,16,26.35,2,216,0.3,0.295,0,1,0,1,0,0,1,0,0,1,0,0,0,1
91.98,86717.13,0,5,131.11,4,23,2.37,0.958,1,1,0,1,0,0,0,1,0,1,0,0,1,0
98.07,75805.33,0,16,145.96,2,229,4.77,0.036,1,1,0,0,1,0,0,0,1,0,1,0,0,1
33.14,97348.55,0,11,140.25,1,22,6.86,0.104,0,1,0,1,0,0,1,0,0,0,1,0,1,0
301.82,46970.53,0,4,121.16,1,26,4.53,0.513,0,0,1,1,0,0,0,1,0,0,1,0,0,0
381.56,8144.65,1,16,90.09,4,74,5.17,0.683,1,0,1,1,0,1,0,0,0,0,0,0,1,1
12.31,39512.22,0,6,401.85,3,99,7.83,0.425,0,1,0,0,1,0,1,0,0,0,1,0,1,0
54.57,6052.72,0,4,130.03,1,19,0.34,0.14,0,1,0,1,0,1,0,0,0,0,1,0,1,0
26.32,85061.43,0,16,485.78,2,170,4.93,0.049,0,0,1,0,0,0,0,1,0,0,0,0,0,0
28.29,46738.15,0,1,66.44,1,41,9.88,0.994,0,0,0,0,0,1,0,0,0,0,1,0,0,0
257.99,39200.99,0,10,313.15,4,67,5.65,0.74,1,1,0,0,0,0,1,0,0,0,0,0,0,0
41.09,98123.37,1,16,297.89,0,216,4.2,0.907,0,0,1,1,0,0,0,0,0,0,0,0,1,1
11.8,42768.9,0,17,248.2,2,142,2.6,0.518,0,0,1,1,0,0,0,1,0,0,1,0,1,0
89.0,39798.05,0,12,332.99,4,11,1.11,0.792,0,1,0,0,1,1,0,0,0,0,0,1,0,0
15.96,5936.55,0,16,55.75,1,217,1.59,0.868,1,0,1,1,0,0,1,0,0,0,1,1,0,1
91.25,6475.63,1,18,426.7,3,63,0.62,0.115,0,1,0,1,0,0,1,0,0,0,0,0,1,0
122.11,19951.2,0,5,275.8,2,236,2.69,0.326,1,0,1,0,1,0,0,0,0,1,0,0,0,0
22.08,22620.5,0,2,175.18,0,51,6.44,0.949,1,1,0,1,0,1,0,0,0,0,0,1,0,1
38.32,36023.77,0,3,415.74,0,12,13.28,0.143,0,0,0,0,1,0,1,0,0,1,0,1,0,0
47.54,73053.44,0,16,397.53,0,157,1.37,0.652,1,0,0,1,0,0,1,0,0,1,0,1,0,0
80.3,96118.49,0,6,450.74,4,129,2.7,0.271,0,0,0,1,0,0,0,0,0,1,0,0,0,0
105.43,84992.98,0,3,412.68,0,126,0.91,0.951,0,1,0,0,0,0,0,0,1,1,0,1,0,0
67.46,46313.04,0,7,182.57,2,79,0.84,0.059,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35.54,73893.73,0,8,255.43,0,217,2.75,0.867,0,0,1,0,0,0,0,0,0,0,1,1,0,0
62.86,97593.75,0,12,274.74,4,193,2.37,0.989,0,0,1,0,0,0,0,1,0,1,0,0,0,1
180.62,74929.49,0,5,31.6,2,166,1.03,0.06,1,0,1,1,0,0,1,0,0,1,0,1,0,0
125.69,40233.61,0,4,414.54,4,90,5.6,0.469,1,0,0,1,0,0,0,0,0,0,0,0,1,0
193.63,90284.18,0,12,286.49,4,239,5.06,0.611,0,1,0,1,0,1,0,0,0,1,0,0,0,0
52.74,69453.88,0,3,479.84,1,199,17.02,0.097,0,0,0,0,0,0,1,0,0,0,0,0,0,0
84.93,58660.39,1,5,332.27,3,233,0.03,0.857,0,0,1,0,0,0,0,1,0,0,0,0,0,1
17.92,3318.35,0,5,150.87,2,150,2.01,0.732,1,1,0,1,0,0,0,1,0,0,1,0,0,0
9.2,51145.43,0,7,28.93,1,122,3.73,0.848,1,0,0,0,0,0,0,0,1,1,0,1,0,1
7.39,20341.47,0,16,238.37,4,126,7.9,0.956,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3.18,48464.89,1,19,47.89,1,205,6.3,0.708,1,0,0,1,0,0,0,1,0,0,0,0,0,1
26.7,39458.61,0,3,23.38,3,52,2.58,0.809,0,0,1,1,0,0,0,0,1,0,0,0,0,1
185.32,23492.45,0,7,463.08,3,76,2.59,0.728,0,0,1,1,0,0,1,0,0,0,0,0,0,0
27.42,18665.16,0,15,421.44,1,52,6.0,0.974,0,1,0,1,0,1,0,0,0,0,0,0,0,1
195.38,73036.01,0,3,357.41,3,153,6.05,0.857,1,1,0,1,0,0,0,1,0,0,1,1,0,0
59.04,12493.61,1,11,120.13,3,222,5.34,0.15,1,0,1,1,0,0,0,1,0,1,0,1,0,1
4.67,3418.95,1,12,456.0,0,6,1.25,0.844,1,0,1,1,0,1,0,0,0,0,1,0,1,1
78.33,27410.36,0,19,490.26,0,112,0.06,0.566,1,1,0,0,0,0,1,0,0,1,0,1,0,0
80.64,55984.86,0,13,463.79,1,159,8.59,0.954,0,0,1,0,0,1,0,0,0,1,0,0,0,0
43.43,98426.26,0,2,122.36,3,21,1.41,0.933,0,0,1,1,0,1,0,0,0,1,0,0,0,0
181.79,63626.63,0,5,141.72,2,141,2.84,0.542,0,0,1,0,0,0,1,0,0,0,1,0,1,0
85.01,4355.33,0,14,399.97,0,96,6.96,0.611,0,1,0,1,0,0,0,1,0,0,0,0,0,0
174.12,48462.19,0,12,119.16,3,19,18.59,0.912,0,0,1,0,0,0,0,1,0,1,0,0,0,1
98.56,84785.49,0,10,224.94,1,213,9.2,0.466,1,1,0,1,0,0,1,0,0,1,0,0,0,0
291.24,19457.77,0,9,256.6,2,108,2.29,0.729,0,1,0,1,0,0,0,0,0,0,0,1,0,1
20.24,97740.28,0,2,289.39,0,19,0.72,0.585,0,1,0,1,0,0,0,0,0,1,0,1,0,0
61.37,2818.71,1,18,393.62,2,220,4.54,0.327,0,0,1,1,0,0,1,0,0,0,1,0,1,0
106.59,45955.82,0,12,10.51,0,214,0.96,0.969,0,1,0,1,0,0,0,0,1,0,1,0,0,1
49.8,41318.35,0,17,195.99,0,234,11.71,0.216,0,1,0,1,0,0,1,0,0,0,0,1,0,0
125.65,7111.72,1,16,174.08,1,17,15.5,0.541,0,0,0,1,0,0,0,0,0,0,1,0,0,1
56.42,30215.83,0,8,160.43,4,82,6.09,0.712,0,1,0,0,0,0,0,1,0,0,0,1,0,1
36.06,38820.99,1,5,154.21,4,157,14.56,0.676,0,1,0,1,0,1,0,0,0,0,0,0,0,0
187.08,74304.62,1,19,394.05,4,10,2.58,0.17,1,0,1,1,0,1,0,0,0,1,0,0,1,0
77.58,71381.14,0,15,29.78,3,221,0.78,0.326,0,0,0,1,0,0,0,0,0,0,0,0,1,1
15.7,24058.35,0,10,240.98,4,45,0.31,0.892,1,0,1,0,0,1,0,0,0,0,1,0,0,0
43.91,56499.97,0,1,109.5,2,67,5.74,0.148,0,0,1,1,0,0,1,0,0,0,0,0,0,1
33.31,96550.96,0,2,234.88,1,158,3.8,0.373,0,0,0,0,0,0,1,0,0,0,0,1,0,0
34.69,66123.47,0,16,47.23,0,104,1.5,0.463,0,1,0,1,0,1,0,0,0,0,0,0,1,0
93.45,2664.18,1,10,238.38,1,28,3.99,0.225,0,1,0,0,0,0,1,0,0,0,0,0,0,1
13.65,66612.38,0,8,271.9,4,97,8.24,0.231,0,0,1,0,0,0,0,1,0,0,0,1,0,0
197.92,29984.37,0,17,297.26,3,197,5.22,0.119,0,1,0,1,0,0,0,0,0,1,0,0,1,0
151.61,91314.62,0,5,373.08,4,171,6.64,0.069,0,0,0,1,0,0,1,0,0,0,1,1,0,0
91.69,74525.54,0,16,156.93,2,214,21.81,0.104,0,1,0,1,0,0,0,0,1,1,0,0,0,0
214.17,95401.73,0,15,328.51,2,94,0.31,0.045,1,1,0,1,0,0,1,0,0,0,0,0,0,0
212.87,59198.52,0,6,222.07,1,92,0.03,0.816,0,0,1,1,0,0,1,0,0,0,0,0,0,1
352.68,6118.03,0,13,250.43,2,57,0.3,0.125,1,1,0,1,0,0,0,0,0,0,0,0,1,0
24.45,78796.27,1,1,281.66,2,155,0.72,0.6,0,0,0,1,0,1,0,0,0,1,0,0,0,1
72.95,10740.71,0,9,242.18,4,200,19.48,0.909,0,0,1,0,0,0,0,1,0,0,1,1,0,1
129.15,78171.12,0,14,327.21,3,27,6.54,0.025,1,1,0,0,0,1,0,0,0,1,0,0,1,0
9.28,43461.47,0,13,15.98,1,220,0.59,0.65,0,0,1,1,0,0,0,1,0,0,0,1,0,0
50.91,37867.96,0,5,97.23,4,73,12.15,0.684,0,1,0,0,0,1,0,0,0,1,0,0,1,0
181.29,21153.27,0,14,34.81,1,232,0.02,0.468,0,0,1,0,1,0,1,0,0,1,0,0,0,1
401.06,33880.36,0,8,292.67,3,33,1.47,0.073,0,1,0,1,0,0,0,0,1,0,0,0,1,0
4.55,59151.57,0,10,470.07,1,96,1.7,0.168,0,0,1,0,1,0,1,0,0,0,1,0,1,0
44.37,5483.48,0,13,477.24,1,171,3.1,0.856,1,0,1,1,0,0,1,0,0,0,1,1,0,0
291.56,25098.01,0,7,133.95,2,79,4.42,0.036,1,0,0,0,0,0,1,0,0,0,0,1,0,0
240.47,97990.42,0,15,405.45,4,176,1.05,0.01,0,1,0,1,0,0,1,0,0,0,1,1,0,0
256.76,70596.03,0,5,353.06,0,180,0.07,0.681,0,0,1,0,1,0,1,0,0,0,0,0,1,0
5.66,50566.4,0,4,311.81,2,214,4.57,0.894,0,1,0,1,0,0,0,0,0,1,0,1,0,1
83.56,94195.34,0,10,29.5,1,46,7.87,0.064,0,0,1,1,0,1,0,0,0,0,1,0,1,0
52.52,45002.68,0,8,423.45,0,113,5.68,0.025,0,0,0,1,0,0,0,1,0,0,0,0,1,0
158.7,5638.68,0,1,13.91,2,18,12.25,0.053,1,1,0,1,0,0,1,0,0,1,0,0,1,0
78.81,36165.44,0,1,89.1,4,14,18.22,0.348,0,0,0,1,0,0,1,0,0,0,1,1,0,0
80.53,67864.66,0,6,68.85,4,179,3.82,0.853,0,0,0,1,0,1,0,0,0,0,1,0,0,1
68.26,46792.29,1,6,494.05,2,127,3.43,0.989,0,1,0,1,0,0,0,0,0,1,0,0,1,0
403.08,344.54,0,14,97.39,3,110,2.0,0.007,1,0,0,0,1,0,0,0,1,1,0,0,0,1
19.21,94014.09,0,5,367.63,4,98,7.17,0.818,1,0,1,1,0,0,0,1,0,1,0,0,1,0
121.23,99511.6,0,18,116.52,2,99,7.68,0.874,0,1,0,1,0,0,0,0,0,1,0,0,1,1
198.62,12041.45,0,17,188.38,0,136,4.58,0.967,0,0,1,1,0,0,0,1,0,1,0,1,0,0
16.58,77299.31,0,15,107.24,4,54,2.87,0.488,0,0,1,0,0,0,0,0,1,1,0,0,0,0
114.08,36902.73,0,14,55.76,0,108,4.85,0.259,0,1,0,1,0,0,1,0,0,0,0,0,1,0
299.79,55298.48,0,3,422.61,4,171,25.79,0.641,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8.2,66086.36,1,12,320.0,0,14,17.65,0.622,1,1,0,1,0,1,0,0,0,0,1,0,0,0
21.16,54245.4,0,6,356.35,3,70,0.19,0.413,1,0,1,0,0,0,0,0,1,0,1,0,1,0
452.69,20917.6,0,19,10.66,3,105,10.34,0.968,1,0,1,1,0,1,0,0,0,1,0,0,0,1
178.02,87124.25,0,17,463.45,1,25,8.08,0.831,1,1,0,0,0,0,0,1,0,1,0,0,0,1
243.76,90361.33,0,13,48.57,4,67,0.97,0.887,0,1,0,1,0,0,0,0,1,1,0,1,0,0
52.98,64818.2,0,12,205.04,0,24,0.24,0.811,0,1,0,1,0,0,0,0,1,0,1,1,0,0
194.1,37710.82,0,8,251.47,4,51,7.98,0.705,0,1,0,0,0,0,0,0,1,0,1,0,1,0
18.77,94349.92,0,17,433.12,4,51,6.56,0.338,0,1,0,1,0,0,0,0,0,1,0,0,1,0
3.46,26394.14,0,17,466.58,2,18,18.96,0.895,1,1,0,1,0,0,0,0,1,0,0,0,0,0
41.83,21848.34,0,3,444.18,2,109,2.18,0.938,1,1,0,1,0,0,1,0,0,0,1,0,0,0
103.84,47231.15,0,15,459.33,1,112,7.17,0.856,0,1,0,0,0,0,0,0,0,0,1,1,0,0
159.64,21927.88,0,10,54.73,4,227,0.84,0.72,0,0,0,1,0,0,0,1,0,1,0,0,0,0
24.98,11354.05,0,13,403.75,4,170,0.77,0.517,0,0,1,0,0,0,0,0,0,1,0,0,0,0
32.08,21827.12,0,8,297.51,3,72,1.54,0.864,1,1,0,1,0,0,1,0,0,0,1,0,1,1
165.63,23596.3,0,7,130.68,1,24,5.45,0.301,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3.64,34192.34,0,16,69.01,4,13,11.51,0.492,0,1,0,1,0,0,1,0,0,1,0,0,1,0
6.81,94307.83,0,1,321.44,0,138,2.61,0.184,0,1,0,0,0,0,0,0,1,1,0,0,0,0
129.76,28690.18,0,11,191.24,3,103,6.95,0.09,0,0,0,1,0,1,0,0,0,1,0,0,1,0
12.76,64120.78,0,6,153.08,2,7,1.01,0.916,0,0,1,1,0,1,0,0,0,0,1,0,1,0
8.28,55405.07,0,6,312.99,3,79,7.02,0.98,1,0,0,1,0,0,0,0,0,0,0,0,1,0
64.39,67981.89,0,9,492.26,2,233,4.41,0.964,1,1,0,1,0,0,0,0,1,1,0,0,0,1
11.25,1826.84,0,10,337.32,2,161,2.14,0.784,1,0,0,1,0,0,0,1,0,0,1,0,1,0
125.46,80951.97,1,19,381.65,2,178,1.82,0.685,0,1,0,1,0,0,0,0,1,0,1,0,0,0
1.51,53770.74,0,11,422.96,3,117,0.65,0.255,1,1,0,0,0,0,1,0,0,0,0,0,0,0
91.98,36412.99,1,12,463.76,3,68,2.24,0.343,0,1,0,1,0,0,0,0,0,0,0,1,0,0
90.72,34915.18,0,2,77.63,0,134,4.94,0.842,0,1,0,0,0,0,0,1,0,0,0,1,0,1
38.98,28877.01,0,11,121.83,0,205,4.15,0.833,0,0,0,1,0,0,0,1,0,0,0,0,1,0
45.91,16126.53,0,12,252.82,1,36,0.06,0.698,0,1,0,1,0,0,1,0,0,0,0,0,1,0
215.81,75222.2,0,15,493.47,3,120,2.58,0.066,0,1,0,1,0,0,0,1,0,1,0,0,0,0
57.17,38532.97,1,7,451.24,0,189,4.45,0.123,0,1,0,1,0,0,0,0,1,0,0,0,0,0
117.55,66473.28,1,4,291.75,3,37,1.03,0.97,1,1,0,0,0,0,1,0,0,0,0,0,0,1
15.0,27552.15,0,7,115.15,4,181,9.35,0.517,0,1,0,1,0,1,0,0,0,1,0,0,0,0
1.57,22934.0,0,9,25.76,4,28,19.45,0.269,1,1,0,0,1,1,0,0,0,0,1,1,0,0
24.98,83999.5,0,19,123.52,0,237,8.56,0.285,0,0,0,1,0,1,0,0,0,0,1,1,0,0
87.27,23676.87,1,8,51.67,4,194,0.99,0.883,0,1,0,0,0,0,0,1,0,0,0,0,0,1
17.92,78501.11,0,6,320.02,2,110,0.29,0.596,1,0,1,0,0,0,0,1,0,1,0,0,0,0
41.26,68969.76,0,17,97.13,3,100,1.93,0.835,0,0,0,1,0,0,1,0,0,0,1,1,0,1
170.94,44228.25,1,2,148.69,1,208,5.31,0.962,0,1,0,1,0,1,0,0,0,0,1,0,0,0
196.03,44836.13,0,11,11.42,4,53,0.94,0.912,0,0,1,1,0,0,0,0,1,0,0,0,0,0
27.04,82371.59,0,18,283.07,2,40,5.82,0.426,0,0,1,1,0,0,1,0,0,1,0,0,1,0
27.04,98090.26,1,1,158.92,3,163,5.19,0.954,0,1,0,0,0,0,0,0,0,0,0,1,0,1
51.36,73145.68,0,9,101.97,2,28,10.74,0.8,1,1,0,0,0,0,0,0,1,1,0,1,0,0
72.95,21693.66,0,7,24.96,1,15,0.97,0.494,0,1,0,1,0,0,0,0,0,1,0,0,0,0
211.76,6758.63,0,16,361.63,0,180,7.4,0.065,0,0,0,1,0,1,0,0,0,0,0,0,0,0
47.58,28609.23,0,4,240.49,1,214,15.52,0.123,1,1,0,1,0,1,0,0,0,0,1,0,1,1
50.17,30355.13,0,13,179.88,4,118,1.6,0.959,0,1,0,0,1,0,0,0,1,0,1,1,0,0
98.5,15628.9,0,6,267.31,3,184,6.24,0.746,0,1,0,1,0,0,0,0,0,0,0,1,0,1
136.51,14280.29,0,5,43.34,4,121,0.23,0.57,0,1,0,0,0,0,0,1,0,1,0,0,1,0
161.34,93928.33,0,12,150.64,3,28,1.7,0.619,1,0,1,1,0,0,1,0,0,1,0,1,0,0
122.09,98639.4,0,19,111.44,0,110,1.74,0.297,0,1,0,1,0,0,0,1,0,0,1,0,0,0
59.69,41013.77,0,6,100.9,3,137,1.97,0.484,0,0,1,1,0,0,1,0,0,1,0,1,0,0
23.15,63606.63,0,9,474.11,4,110,4.49,0.894,0,0,1,1,0,1,0,0,0,0,1,0,1,0
48.98,33475.94,1,1,288.48,2,12,22.34,0.461,0,1,0,1,0,0,0,0,1,0,1,0,0,0
57.62,51306.31,0,13,143.71,3,89,3.26,0.063,1,1,0,0,1,1,0,0,0,0,1,0,1,1
121.66,31553.81,0,5,14.03,1,198,1.47,0.359,1,0,0,0,1,0,0,0,0,1,0,1,0,0
16.62,31883.25,0,15,434.0,1,63,2.28,0.284,0,0,1,1,0,0,0,0,1,1,0,0,0,1
254.02,51423.44,1,11,53.51,0,78,1.07,0.261,1,1,0,0,0,0,1,0,0,0,1,0,1,1
33.16,33447.25,0,16,15.04,1,84,8.51,0.179,0,0,1,1,0,0,0,0,1,0,0,0,1,0
58.3,42227.56,0,16,450.89,1,55,1.67,0.119,0,1,0,1,0,0,1,0,0,1,0,0,1,0
46.72,82257.01,0,11,230.59,3,45,4.85,0.488,1,0,1,0,0,0,0,0,0,1,0,0,1,1
161.82,65872.59,0,5,246.55,1,214,11.48,0.302,1,0,1,0,1,0,1,0,0,0,0,0,0,0
393.52,69892.0,0,7,226.43,1,137,1.93,0.008,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.65,53015.53,0,10,24.7,3,141,32.53,0.831,0,0,0,1,0,0,0,0,1,0,1,0,0,1
52.74,56415.25,0,18,199.98,4,164,30.06,0.067,0,0,1,1,0,0,0,0,0,0,1,1,0,0
119.92,9257.47,1,15,53.54,1,144,0.65,0.11,0,1,0,0,1,0,0,1,0,0,0,0,1,1
15.27,8196.27,0,19,65.52,0,70,5.37,0.678,0,0,0,1,0,1,0,0,0,1,0,0,0,0
36.71,34149.22,0,8,341.96,4,147,6.27,0.281,0,1,0,1,0,0,0,1,0,1,0,1,0,0
66.38,91749.04,0,15,33.84,2,95,8.58,0.659,0,1,0,0,0,0,0,1,0,1,0,0,1,0
7.11,82779.47,0,9,427.83,3,113,4.04,0.126,0,0,0,1,0,1,0,0,0,1,0,0,0,1
56.42,43128.3,0,6,56.57,1,127,0.63,0.029,0,0,1,0,0,0,0,0,0,0,0,1,0,0
51.14,3034.31,0,12,194.25,4,185,1.14,0.673,0,1,0,1,0,0,0,1,0,0,1,0,0,0
117.09,18644.56,0,6,46.54,1,61,2.67,0.707,0,0,1,0,0,1,0,0,0,1,0,1,0,0
104.45,72537.91,0,13,141.2,3,238,9.82,0.469,0,1,0,0,1,1,0,0,0,1,0,1,0,0
0.16,28823.48,0,10,14.97,4,106,8.21,0.974,0,0,0,0,1,0,0,1,0,0,0,0,0,1
425.06,83650.78,0,14,154.41,3,129,6.32,0.38,0,1,0,1,0,0,0,0,1,0,0,1,0,1
10.32,20637.26,0,5,236.5,1,224,1.22,0.506,1,1,0,0,0,0,0,1,0,0,0,0,1,0
29.55,38581.22,0,17,242.53,1,188,9.38,0.118,1,0,1,1,0,0,0,0,0,0,1,0,0,0
36.19,70280.98,0,11,83.99,2,28,13.09,0.869,1,1,0,1,0,0,1,0,0,0,1,0,1,1
49.78,43850.89,0,17,474.42,2,130,1.81,0.322,0,1,0,1,0,0,1,0,0,1,0,0,0,0
8.93,4856.25,0,10,265.85,2,176,1.95,0.884,0,1,0,0,1,0,0,0,0,0,0,0,1,0
110.82,45604.89,1,4,385.9,3,42,10.38,0.626,0,1,0,1,0,0,0,0,1,0,0,0,1,1
119.03,41682.56,0,8,186.74,4,155,0.78,0.954,1,1,0,0,1,0,0,0,0,0,0,1,0,0
30.84,58966.1,0,9,241.22,4,47,14.07,0.988,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0.26,46246.25,0,6,281.51,2,191,11.73,0.076,0,0,0,0,1,1,0,0,0,1,0,0,1,0
92.6,41990.14,0,6,464.94,3,195,1.89,0.665,0,0,1,0,0,0,0,0,0,1,0,0,1,0
6.1,37944.84,0,14,254.32,4,161,3.38,0.213,0,1,0,0,0,0,0,0,1,0,1,0,0,0
21.94,27805.51,0,8,22.6,4,44,0.3,0.261,0,0,0,0,0,1,0,0,0,0,0,1,0,0
24.06,49411.67,0,12,375.79,2,100,7.96,0.622,1,1,0,1,0,0,0,0,1,0,1,0,0,0
0.16,28823.48,0,10,14.97,4,106,8.21,0.974,0,0,0,0,1,0,0,1,0,0,0,0,0,1
24.58,92036.89,0,13,464.0,3,210,2.49,0.986,1,1,0,1,0,1,0,0,0,0,1,1,0,1
4.11,35183.78,0,3,33.98,2,104,10.48,0.103,0,1,0,1,0,0,0,0,1,0,1,0,1,0
66.67,48178.07,0,15,179.16,4,104,11.96,0.325,0,0,1,1,0,1,0,0,0,1,0,1,0,0
5.35,19236.12,0,17,39.11,1,15,0.19,0.359,0,1,0,1,0,0,0,0,0,1,0,0,0,0
28.84,66011.69,0,6,99.38,1,152,5.38,0.721,1,1,0,1,0,0,0,1,0,0,1,0,0,0
85.94,48748.52,0,3,472.14,1,12,12.0,0.591,0,1,0,1,0,0,0,0,0,0,1,0,0,0
46.03,51905.14,1,17,311.54,4,35,3.58,0.329,0,0,1,1,0,0,1,0,0,1,0,0,1,1
12.68,79935.33,0,8,29.79,3,145,2.09,0.81,1,0,0,1,0,0,1,0,0,1,0,0,0,1
90.03,39508.5,0,16,288.91,2,67,8.79,0.977,0,1,0,1,0,0,1,0,0,0,1,0,1,1
31.14,64345.09,0,14,64.2,3,44,2.73,0.821,0,1,0,1,0,0,0,0,0,0,0,0,1,1
159.29,77124.26,0,17,447.47,4,183,2.08,0.539,0,0,0,0,0,1,0,0,0,0,0,0,1,0
338.3,29153.09,0,2,113.41,4,160,1.44,0.928,0,0,1,1,0,0,0,0,1,0,1,0,0,0
85.46,49693.66,0,15,152.6,4,182,8.62,0.535,0,1,0,0,1,0,1,0,0,0,1,1,0,0
6.35,64010.88,0,16,223.88,0,144,5.22,0.155,1,1,0,0,0,1,0,0,0,0,0,1,0,0
14.71,50472.44,0,7,473.59,2,173,9.8,0.811,0,0,0,1,0,0,0,1,0,0,0,0,0,1
20.68,11287.36,0,3,117.98,2,194,17.33,0.097,0,1,0,0,0,0,0,0,0,1,0,0,0,0
48.35,62648.9,0,8,488.65,4,158,1.07,0.929,0,1,0,1,0,0,0,0,1,0,1,0,0,1
89.82,48601.78,0,5,360.22,3,226,24.64,0.292,0,1,0,1,0,0,0,0,0,0,1,0,0,0
237.18,61184.4,0,3,245.8,2,66,1.34,0.363,0,0,1,0,0,1,0,0,0,1,0,0,1,0
169.7,11283.1,0,14,491.32,1,59,9.53,0.011,0,0,1,1,0,1,0,0,0,0,1,1,0,0
56.05,23995.73,0,11,331.35,4,164,9.83,0.861,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3.79,71768.51,0,16,28.69,3,154,4.39,0.53,0,0,1,1,0,0,0,1,0,0,1,0,1,0
9.86,53715.1,0,18,104.73,0,139,0.46,0.818,0,0,1,0,0,0,0,0,1,0,1,0,1,1
13.88,37136.16,0,7,468.1,2,33,14.14,0.662,0,0,1,1,0,1,0,0,0,1,0,0,1,0
20.42,67083.33,0,13,392.36,2,168,8.61,0.238,1,1,0,0,1,0,0,0,1,0,0,0,0,0
42.0,7916.3,0,16,107.42,2,91,1.91,0.009,1,1,0,1,0,0,0,1,0,0,1,0,1,0
220.17,58503.05,0,8,124.93,1,102,10.72,0.533,1,1,0,1,0,0,0,1,0,0,1,1,0,0
362.26,6146.62,0,14,302.32,3,1,14.0,0.548,0,1,0,0,0,0,0,1,0,0,0,1,0,0
66.7,72814.04,0,12,477.28,2,91,1.55,0.471,0,1,0,1,0,0,0,0,1,0,0,1,0,0
135.83,14769.6,0,12,351.35,3,85,1.01,0.684,0,0,1,1,0,0,0,0,0,1,0,0,0,0
26.77,51963.44,0,2,248.16,3,24,4.73,0.347,1,1,0,0,0,0,0,0,0,0,0,0,0,1
33.15,81918.52,1,1,452.33,0,63,2.1,0.994,1,1,0,1,0,0,0,0,1,0,1,1,0,1
146.8,19819.26,0,13,408.56,0,227,3.96,0.587,0,1,0,1,0,0,1,0,0,0,0,0,0,0
103.44,32614.46,0,14,55.51,1,201,9.55,0.611,0,1,0,0,0,0,0,0,1,0,1,0,1,0
22.52,40601.22,0,14,62.89,3,209,1.24,0.256,0,0,0,1,0,0,0,1,0,0,0,1,0,0
285.78,7278.1,0,7,293.01,0,153,1.43,0.217,1,1,0,0,0,0,0,0,0,1,0,0,0,0
107.25,89246.69,0,2,323.21,3,109,6.11,0.88,0,0,0,1,0,0,1,0,0,0,0,0,0,0
51.06,88318.34,0,6,458.42,3,43,3.95,0.95,0,1,0,0,0,0,1,0,0,0,1,0,1,0
309.75,12924.94,0,7,245.62,0,32,1.44,0.747,0,1,0,1,0,0,0,1,0,0,0,1,0,0
16.09,85094.93,0,5,317.83,0,8,6.0,0.301,0,1,0,0,0,0,0,0,0,0,0,1,0,0
21.63,67885.03,1,18,437.59,4,146,1.67,0.902,0,1,0,1,0,0,1,0,0,0,1,0,1,0
24.16,83824.96,0,5,294.89,3,58,12.14,0.701,1,1,0,1,0,0,0,0,1,0,1,0,0,0
58.53,53091.38,0,12,359.49,4,79,1.38,0.239,1,0,0,1,0,0,0,0,0,1,0,1,0,0
331.99,6232.06,0,11,342.31,2,73,5.76,0.917,0,0,1,0,0,0,0,0,1,1,0,1,0,0
465.98,59505.16,0,7,425.56,3,85,1.05,0.451,1,0,1,1,0,0,1,0,0,0,1,1,0,0
